,0.099768,0.100252,0.100736,0.10122,0.101703,0.102187,0.102671,0.103155,0.103639,0.104123,0.104607,0.10509,0.105574,0.106058,0.106542,0.107026,0.10751,0.107993,0.108477,0.108961,0.109445,0.109929,0.110413,0.110896,0.11138,0.111864,0.112348,0.112832,0.113316,0.1138,0.114283,0.114767,0.115251,0.115735,0.116219,0.116703,0.117186,0.11767,0.118154,0.118638,0.119122,0.119606,0.120089,0.120573,0.121057,0.121541,0.122025,0.122509,0.122993,0.123476,0.12396,0.124444,0.124928,0.125412,0.125896,0.126379,0.126863,0.127347,0.127831,0.128315,0.128799,0.129282,0.129766,0.13025,0.130734,0.131218,0.131702,0.132186,0.132669,0.133153,0.133637,0.134121,0.134605,0.135089,0.135572,0.136056,0.13654,0.137024,0.137508,0.137992,0.138476,0.138959,0.139443,0.139927,0.140411,0.140895,0.141379,0.141862,0.142346,0.14283,0.143314,0.143798,0.144282,0.144765,0.145249,0.145733,0.146217,0.146701,0.147185,0.147669,0.148152,0.148636,0.14912,0.149604,0.150088,0.150572,0.151055,0.151539,0.152023,0.152507,0.152991,0.153475,0.153958,0.154442,0.154926,0.15541,0.155894,0.156378,0.156862,0.157345,0.157829,0.158313,0.158797,0.159281,0.159765,0.160248,0.160732,0.161216,0.1617,0.162184,0.162668,0.163151,0.163635,0.164119,0.164603,0.165087,0.165571,0.166055,0.166538,0.167022,0.167506,0.16799,0.168474,0.168958,0.169441,0.169925,0.170409,0.170893,0.171377,0.171861,0.172344,0.172828,0.173312,0.173796,0.17428,0.174764,0.175248,0.175731,0.176215,0.176699,0.177183,0.177667,0.178151,0.178634,0.179118,0.179602,0.180086,0.18057,0.181054,0.181538,0.182021,0.182505,0.182989,0.183473,0.183957,0.184441,0.184924,0.185408,0.185892,0.186376,0.18686,0.187344,0.187827,0.188311,0.188795,0.189279,0.189763,0.190247,0.190731,0.191214,0.191698,0.192182,0.192666,0.19315,0.193634,0.194117,0.194601,0.195085,0.195569,0.196053,0.196537,0.19702,0.197504,0.197988,0.198472,0.198956,0.19944,0.199924,0.200407,0.200891,0.201375,0.201859,0.202343,0.202827,0.20331,0.203794,0.204278,0.204762,0.205246,0.20573,0.206213,0.206697,0.207181,0.207665,0.208149,0.208633,0.209117,0.2096,0.210084,0.210568,0.211052,0.211536,0.21202,0.212503,0.212987,0.213471,0.213955,0.214439,0.214923,0.215406,0.21589,0.216374,0.216858,0.217342,0.217826,0.21831,0.218793,0.219277,0.219761,0.220245,0.220729,0.221213,0.221696,0.22218,0.222664,0.223148,0.223632,0.224116,0.2246,0.225083,0.225567,0.226051,0.226535,0.227019,0.227503,0.227986,0.22847,0.228954,0.229438,0.229922,0.230406,0.230889,0.231373,0.231857,0.232341,0.232825,0.233309,0.233793,0.234276,0.23476,0.235244,0.235728,0.236212,0.236696,0.237179,0.237663,0.238147,0.238631,0.239115,0.239599,0.240082,0.240566,0.24105,0.241534,0.242018,0.242502,0.242986,0.243469,0.243953,0.244437,0.244921,0.245405,0.245889,0.246372,0.246856,0.24734,0.247824,0.248308,0.248792,0.249275,0.249759,0.250243,0.250727,0.251211,0.251695,0.252179,0.252662,0.253146,0.25363,0.254114,0.254598,0.255082,0.255565,0.256049,0.256533,0.257017,0.257501,0.257985,0.258468,0.258952,0.259436,0.25992,0.260404,0.260888,0.261372,0.261855,0.262339,0.262823,0.263307,0.263791,0.264275,0.264758,0.265242,0.265726,0.26621,0.266694,0.267178,0.267661,0.268145,0.268629,0.269113,0.269597,0.270081,0.270565,0.271048,0.271532,0.272016,0.2725,0.272984,0.273468,0.273951,0.274435,0.274919,0.275403,0.275887,0.276371,0.276855,0.277338,0.277822,0.278306,0.27879,0.279274,0.279758,0.280241,0.280725,0.281209,0.281693,0.282177,0.282661,0.283144,0.283628,0.284112,0.284596,0.28508,0.285564,0.286048,0.286531,0.287015,0.287499,0.287983,0.288467,0.288951,0.289434,0.289918,0.290402,0.290886,0.29137,0.291854,0.292337,0.292821,0.293305,0.293789,0.294273,0.294757,0.295241,0.295724,0.296208,0.296692,0.297176,0.29766,0.298144,0.298627,0.299111,0.299595,0.300079,0.300563,0.301047,0.30153,0.302014,0.302498,0.302982,0.303466,0.30395,0.304434,0.304917,0.305401,0.305885,0.306369,0.306853,0.307337,0.30782,0.308304,0.308788,0.309272,0.309756,0.31024,0.310723,0.311207,0.311691,0.312175,0.312659,0.313143,0.313627,0.31411,0.314594,0.315078,0.315562,0.316046,0.31653,0.317013,0.317497,0.317981,0.318465,0.318949,0.319433,0.319917,0.3204,0.320884,0.321368,0.321852,0.322336,0.32282,0.323303,0.323787,0.324271,0.324755,0.325239,0.325723,0.326206,0.32669,0.327174,0.327658,0.328142,0.328626,0.32911,0.329593,0.330077,0.330561,0.331045,0.331529,0.332013,0.332496,0.33298,0.333464,0.333948,0.334432,0.334916,0.335399,0.335883,0.336367,0.336851,0.337335,0.337819,0.338303,0.338786,0.33927,0.339754,0.340238,0.340722,0.341206,0.341689,0.342173,0.342657,0.343141,0.343625,0.344109,0.344592,0.345076,0.34556,0.346044,0.346528,0.347012,0.347496,0.347979,0.348463,0.348947,0.349431,0.349915,0.350399,0.350882,0.351366,0.35185,0.352334,0.352818,0.353302,0.353785,0.354269,0.354753,0.355237,0.355721,0.356205,0.356689,0.357172,0.357656,0.35814,0.358624,0.359108,0.359592,0.360075,0.360559,0.361043,0.361527,0.362011,0.362495,0.362979,0.363462,0.363946,0.36443,0.364914,0.365398,0.365882,0.366365,0.366849,0.367333,0.367817,0.368301,0.368785,0.369268,0.369752,0.370236,0.37072,0.371204,0.371688,0.372172,0.372655,0.373139,0.373623,0.374107,0.374591,0.375075,0.375558,0.376042,0.376526,0.37701,0.377494,0.377978,0.378461,0.378945,0.379429,0.379913,0.380397,0.380881,0.381365,0.381848,0.382332,0.382816,0.3833,0.383784,0.384268,0.384751,0.385235,0.385719,0.386203,0.386687,0.387171,0.387654,0.388138,0.388622,0.389106,0.38959,0.390074,0.390558,0.391041,0.391525,0.392009,0.392493,0.392977,0.393461,0.393944,0.394428,0.394912,0.395396,0.39588,0.396364,0.396847,0.397331,0.397815,0.398299,0.398783,0.399267,0.399751,0.400234,0.400718,0.401202,0.401686,0.40217,0.402654,0.403137,0.403621,0.404105,0.404589,0.405073,0.405557,0.406041,0.406524,0.407008,0.407492,0.407976,0.40846,0.408944,0.409427,0.409911,0.410395,0.410879,0.411363,0.411847,0.41233,0.412814,0.413298,0.413782,0.414266,0.41475,0.415234,0.415717,0.416201,0.416685,0.417169,0.417653,0.418137,0.41862,0.419104,0.419588,0.420072,0.420556,0.42104,0.421523,0.422007,0.422491,0.422975,0.423459,0.423943,0.424427,0.42491,0.425394,0.425878,0.426362,0.426846,0.42733,0.427813,0.428297,0.428781,0.429265,0.429749,0.430233,0.430716,0.4312,0.431684,0.432168,0.432652,0.433136,0.43362,0.434103,0.434587,0.435071,0.435555,0.436039,0.436523,0.437006,0.43749,0.437974,0.438458,0.438942,0.439426,0.439909,0.440393,0.440877,0.441361,0.441845,0.442329,0.442813,0.443296,0.44378,0.444264,0.444748,0.445232,0.445716,0.446199,0.446683,0.447167,0.447651,0.448135,0.448619,0.449102,0.449586,0.45007,0.450554,0.451038,0.451522,0.452006,0.452489,0.452973,0.453457,0.453941,0.454425,0.454909,0.455392,0.455876,0.45636,0.456844,0.457328,0.457812,0.458296,0.458779,0.459263,0.459747,0.460231,0.460715,0.461199,0.461682,0.462166,0.46265,0.463134,0.463618,0.464102,0.464585,0.465069,0.465553,0.466037,0.466521,0.467005,0.467489,0.467972,0.468456,0.46894,0.469424,0.469908,0.470392,0.470875,0.471359,0.471843,0.472327,0.472811,0.473295,0.473778,0.474262,0.474746,0.47523,0.475714,0.476198,0.476682,0.477165,0.477649,0.478133,0.478617,0.479101,0.479585,0.480068,0.480552,0.481036,0.48152,0.482004,0.482488,0.482971,0.483455,0.483939,0.484423,0.484907,0.485391,0.485875,0.486358,0.486842,0.487326,0.48781,0.488294,0.488778,0.489261,0.489745,0.490229,0.490713,0.491197,0.491681,0.492164,0.492648,0.493132,0.493616,0.4941,0.494584,0.495068,0.495551,0.496035,0.496519,0.497003,0.497487,0.497971,0.498454,0.498938,0.499422,0.499906,0.50039,0.500874,0.501358,0.501841,0.502325,0.502809,0.503293,0.503777,0.504261,0.504744,0.505228,0.505712,0.506196,0.50668,0.507164,0.507647,0.508131,0.508615,0.509099,0.509583,0.510067,0.510551,0.511034,0.511518,0.512002,0.512486,0.51297,0.513454,0.513937,0.514421,0.514905,0.515389,0.515873,0.516357,0.51684,0.517324,0.517808,0.518292,0.518776,0.51926,0.519744,0.520227,0.520711,0.521195,0.521679,0.522163,0.522647,0.52313,0.523614,0.524098,0.524582,0.525066,0.52555,0.526033,0.526517,0.527001,0.527485,0.527969,0.528453,0.528937,0.52942,0.529904,0.530388,0.530872,0.531356,0.53184,0.532323,0.532807,0.533291,0.533775,0.534259,0.534743,0.535226,0.53571,0.536194,0.536678,0.537162,0.537646,0.53813,0.538613,0.539097,0.539581,0.540065,0.540549,0.541033,0.541516,0.542,0.542484,0.542968,0.543452,0.543936,0.54442,0.544903,0.545387,0.545871,0.546355,0.546839,0.547323,0.547806,0.54829,0.548774,0.549258,0.549742
0,96,104,112,128,144,152,168,176,184,192,200,208,216,216,224,232,224,224,232,232,232,232,232,232,240,240,240,240,232,232,232,224,224,224,224,224,224,232,232,232,232,232,224,224,224,224,224,216,216,208,208,208,208,208,216,216,216,216,216,216,216,216,216,208,208,208,216,208,208,208,208,208,208,200,208,200,200,200,192,184,184,184,184,176,176,176,168,168,168,168,168,160,160,160,160,160,160,168,176,176,192,200,200,208,208,216,216,224,232,224,224,224,232,216,216,224,224,224,232,232,232,240,240,232,232,240,232,232,224,224,232,224,216,216,216,216,208,208,208,200,200,208,208,200,200,200,200,208,200,192,200,192,184,184,184,184,176,176,176,176,176,168,168,168,168,168,168,176,176,168,168,168,168,176,176,184,184,192,200,208,216,224,240,240,256,264,280,304,320,344,360,384,416,432,456,480,504,536,560,584,608,632,648,672,696,712,728,744,760,784,800,816,832,848,864,880,888,904,920,928,928,944,952,960,960,960,968,976,976,976,976,976,976,968,968,968,960,952,944,936,928,920,904,896,880,864,864,848,832,824,816,800,784,776,768,744,736,712,704,688,672,648,640,624,608,592,584,568,560,544,536,528,512,512,488,488,480,472,464,456,448,448,440,432,416,408,408,400,392,392,384,376,368,360,352,352,352,344,328,328,320,312,312,304,296,288,288,280,272,264,264,256,256,256,248,240,240,240,232,232,224,224,216,216,216,208,216,200,200,200,192,184,192,184,184,176,168,168,160,160,168,168,168,168,168,168,176,168,168,168,168,176,184,184,184,184,184,184,184,184,192,192,192,192,192,192,192,184,184,184,184,184,176,184,176,176,168,176,184,184,184,184,192,192,184,192,200,200,200,200,208,208,200,208,200,208,208,208,216,216,224,224,224,224,224,224,224,216,216,208,208,200,200,200,200,192,184,184,176,168,160,160,160,160,160,160,160,160,152,152,152,152,152,160,176,176,184,176,176,184,184,184,184,184,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,200,192,184,176,192,192,184,184,184,184,192,192,200,192,192,192,192,184,192,200,200,200,200,208,200,200,200,200,192,184,184,184,184,184,184,176,176,176,168,168,168,168,168,168,176,176,168,168,168,168,168,168,168,176,160,168,160,160,160,152,160,160,160,160,160,160,160,160,168,168,168,160,152,152,152,168,160,160,168,152,160,160,168,176,192,200,216,232,256,264,280,296,312,336,360,376,400,424,448,472,496,520,552,584,616,648,664,688,712,736,752,776,792,800,816,832,840,840,840,848,832,832,832,824,832,816,816,808,800,800,784,776,768,760,752,744,736,720,712,712,696,688,680,672,664,648,640,632,624,616,592,584,568,560,544,544,528,520,520,504,496,496,488,472,472,456,448,448,440,432,416,416,408,392,384,368,360,344,336,320,312,304,296,288,272,272,264,256,248,232,224,216,216,200,200,192,184,168,168,168,160,152,152,152,152,152,152,152,152,160,160,160,168,176,176,176,176,184,192,192,200,208,208,216,224,224,224,224,224,232,224,232,232,232,232,240,248,248,248,256,256,256,264,272,272,272,272,280,288,296,304,312,320,320,320,336,336,336,336,344,344,352,344,352,344,344,344,352,352,344,344,344,336,344,336,336,336,336,328,320,320,320,320,312,312,312,304,296,288,272,272,256,256,240,240,240,224,224,216,208,200,200,200,192,192,192,192,192,192,200,200,200,200,208,200,208,208,200,200,200,200,200,200,208,208,208,208,208,208,208,208,208,208,216,216,216,224,224,224,232,232,232,240,248,240,240,248,248,256,256,264,272,272,272,272,264,264,264,264,256,256,256,248,240,240,248,240,232,232,216,216,216,208,208,208,208,208,208,208,208,208,208,208,208,216,216,208,208,208,200,208,208,208,208,208,208,216,216,216,208,208,200,200,200,200,192,200,200,200,200,192,192,200,192,184,184,192,200,200,200,200,200,208,200,208,208,208,216,224,224,224,224,216,224,224,216,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,216,208,208,216,208,208,208,208,208,208,200,192,184,192,192,184,192,192
